timestamp,P2
2018-09-01 04:10:20.500,12.05
2018-09-01 04:11:17.899,17.13
2018-09-01 04:12:18.284,13.15
2018-09-01 04:12:30.771,6.6
2018-09-01 04:12:50.721,12.8
2018-09-01 04:13:47.407,18.2
2018-09-01 04:14:48.596,14.93
2018-09-01 04:15:01.119,7.37
2018-09-01 04:15:20.429,13.65
2018-09-01 04:17:18.498,15.2
2018-09-01 04:17:31.438,6.47
2018-09-01 04:17:50.242,13.25
2018-09-01 04:19:48.424,12.88
2018-09-01 04:20:01.969,6.53
2018-09-01 04:20:20.110,13.3
2018-09-01 04:22:18.034,13.13
2018-09-01 04:22:32.294,7.0
2018-09-01 04:22:49.969,12.15
2018-09-01 04:24:47.057,17.8
2018-09-01 04:25:02.710,7.7
2018-09-01 04:25:19.700,12.68
2018-09-01 04:27:17.264,15.53
2018-09-01 04:27:32.832,6.9
2018-09-01 04:27:49.591,12.27
2018-09-01 04:29:46.257,19.97
2018-09-01 04:30:03.780,6.73
2018-09-01 04:30:19.404,11.9
2018-09-01 04:32:15.234,18.58
2018-09-01 04:32:34.994,6.83
2018-09-01 04:32:49.522,13.62
2018-09-01 04:34:45.171,14.95
2018-09-01 04:35:06.358,6.93
2018-09-01 04:35:19.440,12.3
2018-09-01 04:37:14.118,14.6
2018-09-01 04:37:36.693,7.3
2018-09-01 04:37:41.215,23.77
2018-09-01 04:37:49.555,12.25
2018-09-01 04:39:43.085,18.75
2018-09-01 04:40:08.007,6.97
2018-09-01 04:40:11.540,19.73
2018-09-01 04:40:19.370,11.93
2018-09-01 04:42:12.218,15.88
2018-09-01 04:42:38.453,7.5
2018-09-01 04:42:42.379,23.33
2018-09-01 04:42:49.594,15.2
2018-09-01 04:44:41.949,14.5
2018-09-01 04:45:09.120,8.17
2018-09-01 04:45:15.095,23.15
2018-09-01 04:45:19.713,18.12
2018-09-01 04:47:12.185,17.33
2018-09-01 04:47:40.152,8.1
2018-09-01 04:47:45.743,18.53
2018-09-01 04:47:49.835,16.25
2018-09-01 04:49:41.672,15.88
2018-09-01 04:50:11.244,8.37
2018-09-01 04:50:15.634,15.57
2018-09-01 04:50:19.639,16.8
2018-09-01 04:52:10.826,14.6
2018-09-01 04:52:41.770,8.8
2018-09-01 04:52:47.008,17.2
2018-09-01 04:52:49.656,15.73
2018-09-01 04:54:40.147,21.77
2018-09-01 04:55:12.817,7.6
2018-09-01 04:55:16.577,18.57
2018-09-01 04:55:19.498,16.02
2018-09-01 04:57:10.379,29.33
2018-09-01 04:57:42.829,7.73
2018-09-01 04:57:48.898,16.93
2018-09-01 04:57:49.589,15.65
2018-09-01 04:59:39.800,41.4
2018-09-01 05:00:14.177,8.17
2018-09-01 05:00:18.355,16.23
2018-09-01 05:00:19.296,16.17
2018-09-01 05:02:09.178,23.62
2018-09-01 05:02:45.440,7.6
2018-09-01 05:02:48.057,14.15
2018-09-01 05:02:49.107,14.1
2018-09-01 05:04:38.575,24.5
2018-09-01 05:05:15.973,8.33
2018-09-01 05:05:18.482,12.77
2018-09-01 05:05:18.930,14.68
2018-09-01 05:07:07.979,26.6
2018-09-01 05:07:46.378,8.0
2018-09-01 05:07:48.935,15.43
2018-09-01 05:07:49.317,12.2
2018-09-01 05:09:37.489,16.52
2018-09-01 05:10:17.026,8.13
2018-09-01 05:10:18.749,16.23
2018-09-01 05:10:20.152,15.13
2018-09-01 05:12:07.087,20.92
2018-09-01 05:12:48.064,7.57
2018-09-01 05:12:48.661,15.0
2018-09-01 05:12:50.726,14.43
2018-09-01 05:14:36.286,24.0
2018-09-01 05:15:18.371,15.2
2018-09-01 05:15:19.193,8.17
2018-09-01 05:15:20.518,14.3
2018-09-01 05:17:05.694,28.35
2018-09-01 05:17:48.187,14.23
2018-09-01 05:17:49.309,8.6
2018-09-01 05:17:51.592,18.75
2018-09-01 05:19:35.948,22.33
2018-09-01 05:20:17.895,15.23
2018-09-01 05:20:20.452,8.2
2018-09-01 05:20:23.130,12.88
2018-09-01 05:22:05.547,18.98
2018-09-01 05:22:47.815,14.55
2018-09-01 05:22:50.782,8.53
2018-09-01 05:22:53.522,25.8
2018-09-01 05:24:35.061,20.83
2018-09-01 05:25:17.625,15.52
2018-09-01 05:25:21.431,8.73
2018-09-01 05:25:22.933,15.43
2018-09-01 05:27:05.098,15.88
2018-09-01 05:27:47.950,15.75
2018-09-01 05:27:51.739,8.8
2018-09-01 05:27:54.995,14.23
2018-09-01 05:29:34.379,13.82
2018-09-01 05:30:17.681,16.77
2018-09-01 05:30:22.469,9.37
2018-09-01 05:30:24.706,14.38
2018-09-01 05:32:04.493,13.52
2018-09-01 05:32:47.675,16.42
2018-09-01 05:32:53.236,9.4
2018-09-01 05:32:55.774,17.55
2018-09-01 05:34:34.096,12.88
2018-09-01 05:35:17.687,15.75
2018-09-01 05:35:23.663,9.2
2018-09-01 05:35:28.354,20.65
2018-09-01 05:37:03.415,14.5
2018-09-01 05:37:47.808,15.77
2018-09-01 05:37:54.170,9.13
2018-09-01 05:37:59.491,19.75
2018-09-01 05:39:32.823,12.07
2018-09-01 05:40:17.925,15.7
2018-09-01 05:40:24.617,8.77
2018-09-01 05:40:28.898,15.63
2018-09-01 05:42:02.089,17.42
2018-09-01 05:42:47.943,15.82
2018-09-01 05:42:55.251,8.47
2018-09-01 05:42:59.404,15.32
2018-09-01 05:44:31.419,15.48
2018-09-01 05:45:17.857,15.13
2018-09-01 05:45:25.456,8.4
2018-09-01 05:45:30.261,15.65
2018-09-01 05:47:00.882,12.93
2018-09-01 05:47:47.997,15.38
2018-09-01 05:47:55.971,9.2
2018-09-01 05:48:00.997,15.18
2018-09-01 05:49:30.216,12.7
2018-09-01 05:50:18.012,14.3
2018-09-01 05:50:26.210,7.83
2018-09-01 05:50:31.859,15.3
2018-09-01 05:51:59.524,11.23
2018-09-01 05:52:48.215,13.48
2018-09-01 05:52:56.837,7.57
2018-09-01 05:53:04.474,17.85
2018-09-01 05:54:29.010,12.63
2018-09-01 05:55:18.232,13.25
2018-09-01 05:55:26.936,7.7
2018-09-01 05:55:34.340,16.2
2018-09-01 05:56:59.036,11.7
2018-09-01 05:57:48.147,13.93
2018-09-01 05:57:57.795,8.0
2018-09-01 05:58:04.368,13.1
2018-09-01 05:59:28.684,12.57
2018-09-01 06:00:18.369,14.82
2018-09-01 06:00:28.917,8.03
2018-09-01 06:00:35.116,14.4
2018-09-01 06:01:58.142,12.05
2018-09-01 06:02:48.488,13.85
2018-09-01 06:02:59.651,8.0
2018-09-01 06:03:05.953,14.95
2018-09-01 06:04:27.647,21.15
2018-09-01 06:05:18.402,14.77
2018-09-01 06:05:31.304,8.37
2018-09-01 06:05:35.743,13.13
2018-09-01 06:06:57.246,19.58
2018-09-01 06:07:48.318,14.25
2018-09-01 06:08:01.117,7.87
2018-09-01 06:08:07.600,15.27
2018-09-01 06:09:27.141,18.45
2018-09-01 06:10:18.232,14.4
2018-09-01 06:10:31.438,7.9
2018-09-01 06:10:40.157,15.57
2018-09-01 06:11:57.494,12.4
2018-09-01 06:12:48.348,14.25
2018-09-01 06:13:02.199,7.63
2018-09-01 06:13:10.534,14.85
2018-09-01 06:14:28.036,29.2
2018-09-01 06:15:18.165,13.73
2018-09-01 06:15:33.521,7.27
2018-09-01 06:15:41.446,16.42
2018-09-01 06:16:57.416,59.97
2018-09-01 06:17:48.306,14.65
2018-09-01 06:18:04.357,7.7
2018-09-01 06:18:12.720,15.48
2018-09-01 06:19:26.832,34.47
2018-09-01 06:20:18.223,14.13
2018-09-01 06:20:34.782,7.4
2018-09-01 06:20:43.228,21.25
2018-09-01 06:21:56.222,20.88
2018-09-01 06:22:48.132,14.0
2018-09-01 06:23:05.110,7.7
2018-09-01 06:23:16.320,19.77
2018-09-01 06:24:26.178,19.12
2018-09-01 06:25:18.049,13.77
2018-09-01 06:25:35.225,7.8
2018-09-01 06:25:47.123,15.63
2018-09-01 06:26:56.145,14.7
2018-09-01 06:27:48.169,13.18
2018-09-01 06:28:05.862,6.77
2018-09-01 06:28:17.446,14.65
2018-09-01 06:29:26.576,15.23
2018-09-01 06:30:18.525,13.57
2018-09-01 06:30:36.593,7.37
2018-09-01 06:30:50.395,16.62
2018-09-01 06:31:56.919,17.35
2018-09-01 06:32:48.819,13.68
2018-09-01 06:33:08.045,7.37
2018-09-01 06:33:21.451,30.1
2018-09-01 06:34:26.612,14.57
2018-09-01 06:35:18.935,13.25
